symbol,name
HAPPSTMNDS.NS,Happiest Minds Technologies Limited
HAPPYFORGE.NS,Happy Forgings Limited
HARDWYN.NS,Hardwyn India Limited
HARIOMPIPE.NS,Hariom Pipe Industries Limited
HARRMALAYA.NS,Harrisons  Malayalam Limited
HARSHA.NS,Harsha Engineers International Limited
HATHWAY.NS,Hathway Cable & Datacom Limited
HATSUN.NS,Hatsun Agro Product Limited
HAVELLS.NS,Havells India Limited
HAVISHA.NS,Sri Havisha Hospitality and Infrastructure Limited
HBLENGINE.NS,HBL Engineering Limited
HBSL.NS,HB Stockholdings Limited
HCC.NS,Hindustan Construction Company Limited
HCG.NS,Healthcare Global Enterprises Limited
HCL-INSYS.NS,HCL Infosystems Limited
HCLTECH.NS,HCL Technologies Limited
HDFCAMC.NS,HDFC Asset Management Company Limited
HDFCBANK.NS,HDFC Bank Limited
HDFCLIFE.NS,HDFC Life Insurance Company Limited
HDIL.NS,Housing Development and Infrastructure Limited
HEADSUP.NS,Heads UP Ventures Limited
HECPROJECT.NS,HEC Infra Projects Limited
HEG.NS,HEG Limited
HEIDELBERG.NS,HeidelbergCement India Limited
HEMIPROP.NS,Hemisphere Properties India Limited
HERANBA.NS,Heranba Industries Limited
HERCULES.NS,Hercules Hoists Limited
HERITGFOOD.NS,Heritage Foods Limited
HEROMOTOCO.NS,Hero MotoCorp Limited
HESTERBIO.NS,Hester Biosciences Limited
HEUBACHIND.NS,Heubach Colorants India Limited
HEXATRADEX.NS,Hexa Tradex Limited
HEXT.NS,Hexaware Technologies Limited
HFCL.NS,HFCL Limited
HGINFRA.NS,H.G. Infra Engineering Limited
HGS.NS,Hinduja Global Solutions Limited
HIKAL.NS,Hikal Limited
HIL.NS,HIL Limited
HILTON.NS,Hilton Metal Forging Limited
HIMATSEIDE.NS,Himatsingka Seide Limited
HINDALCO.NS,Hindalco Industries Limited
HINDCOMPOS.NS,Hindustan Composites Limited
HINDCON.NS,Hindcon Chemicals Limited
HINDCOPPER.NS,Hindustan Copper Limited
HINDMOTORS.NS,Hindustan Motors Limited
HINDOILEXP.NS,Hindustan Oil Exploration Company Limited
HINDPETRO.NS,Hindustan Petroleum Corporation Limited
HINDUNILVR.NS,Hindustan Unilever Limited
HINDWAREAP.NS,Hindware Home Innovation Limited
HINDZINC.NS,Hindustan Zinc Limited
HIRECT.NS,Hind Rectifiers Limited
HISARMETAL.NS,Hisar Metal Industries Limited
HITECH.NS,Hi-Tech Pipes Limited
HITECHCORP.NS,Hitech Corporation Limited
HITECHGEAR.NS,The Hi-Tech Gears Limited
HLEGLAS.NS,HLE Glascoat Limited
HLVLTD.NS,HLV LIMITED
HMAAGRO.NS,HMA Agro Industries Limited
HMT.NS,HMT Limited
HMVL.NS,Hindustan Media Ventures Limited
HNDFDS.NS,Hindustan Foods Limited
HOMEFIRST.NS,Home First Finance Company India Limited
HONASA.NS,Honasa Consumer Limited
HONAUT.NS,Honeywell Automation India Limited
HONDAPOWER.NS,Honda India Power Products Limited
HOVS.NS,HOV Services Limited
HPAL.NS,HP Adhesives Limited
HPIL.NS,Hindprakash Industries Limited
HPL.NS,HPL Electric & Power Limited
HSCL.NS,Himadri Speciality Chemical Limited
HTMEDIA.NS,HT Media Limited
HUBTOWN.NS,Hubtown Limited
HUDCO.NS,Housing & Urban Development Corporation Limited
HUHTAMAKI.NS,Huhtamaki India Limited
HYBRIDFIN.NS,Hybrid Financial Services Limited
HYUNDAI.NS,Hyundai Motor India Limited
ICDSLTD.NS,ICDS Limited
ICEMAKE.NS,Ice Make Refrigeration Limited
ICICIBANK.NS,ICICI Bank Limited
ICICIGI.NS,ICICI Lombard General Insurance Company Limited
ICICIPRULI.NS,ICICI Prudential Life Insurance Company Limited
ICIL.NS,Indo Count Industries Limited
ICRA.NS,ICRA Limited
IDBI.NS,IDBI Bank Limited
IDEA.NS,Vodafone Idea Limited
IDEAFORGE.NS,Ideaforge Technology Limited
IDFCFIRSTB.NS,IDFC First Bank Limited
IEL.NS,Indiabulls Enterprises Limited
IEX.NS,Indian Energy Exchange Limited
IFBAGRO.NS,IFB Agro Industries Limited
IFBIND.NS,IFB Industries Limited
IFCI.NS,IFCI Limited
IFGLEXPOR.NS,IFGL Refractories Limited
IGARASHI.NS,Igarashi Motors India Limited
IGIL.NS,International Gemmological Institute (India) Limited
IGL.NS,Indraprastha Gas Limited
IGPL.NS,IG Petrochemicals Limited
IIFL.NS,IIFL Finance Limited
IIFLCAPS.NS,IIFL Capital Services Limited
IITL.NS,Industrial Investment Trust Limited
IKIO.NS,IKIO Lighting Limited
IKS.NS,Inventurus Knowledge Solutions Limited
IL&FSENGG.NS,IL&FS Engineering and Construction Company Limited
IL&FSTRANS.NS,IL&FS Transportation Networks Limited
IMAGICAA.NS,Imagicaaworld Entertainment Limited
IMFA.NS,Indian Metals & Ferro Alloys Limited
IMPAL.NS,India Motor Parts and Accessories Limited
IMPEXFERRO.NS,Impex Ferro Tech Limited
INCREDIBLE.NS,INCREDIBLE INDUSTRIES LIMITED
INDBANK.NS,Indbank Merchant Banking Services Limited
INDGN.NS,Indegene Limited
INDHOTEL.NS,The Indian Hotels Company Limited
INDIACEM.NS,The India Cements Limited
INDIAGLYCO.NS,India Glycols Limited
INDIAMART.NS,Indiamart Intermesh Limited
INDIANB.NS,Indian Bank
INDIANCARD.NS,Indian Card Clothing Company Limited
INDIANHUME.NS,Indian Hume Pipe Company Limited
INDIASHLTR.NS,India Shelter Finance Corporation Limited
INDIGO.NS,InterGlobe Aviation Limited
INDIGOPNTS.NS,Indigo Paints Limited
INDNIPPON.NS,India Nippon Electricals Limited
INDOAMIN.NS,Indo Amines Limited
INDOBORAX.NS,Indo Borax & Chemicals Limited
INDOCO.NS,Indoco Remedies Limited
INDOFARM.NS,Indo Farm Equipment Limited
INDORAMA.NS,Indo Rama Synthetics (India) Limited
INDOSTAR.NS,IndoStar Capital Finance Limited
INDOTECH.NS,Indo Tech Transformers Limited
INDOTHAI.NS,Indo Thai Securities Limited
INDOUS.NS,Indo Us Biotech Limited
INDOWIND.NS,Indowind Energy Limited
INDRAMEDCO.NS,Indraprastha Medical Corporation Limited
INDSWFTLAB.NS,Ind-Swift Laboratories Limited
INDSWFTLTD.NS,Ind-Swift Limited
INDTERRAIN.NS,Indian Terrain Fashions Limited
INDUSINDBK.NS,IndusInd Bank Limited
INDUSTOWER.NS,Indus Towers Limited
INFIBEAM.NS,Infibeam Avenues Limited
INFOBEAN.NS,InfoBeans Technologies Limited
INFOMEDIA.NS,Infomedia Press Limited
INFY.NS,Infosys Limited
INGERRAND.NS,Ingersoll Rand (India) Limited
INNOVACAP.NS,Innova Captab Limited
INNOVANA.NS,Innovana Thinklabs Limited
INOXGREEN.NS,Inox Green Energy Services Limited
INOXINDIA.NS,INOX India Limited
INOXWIND.NS,Inox Wind Limited
INSECTICID.NS,Insecticides (India) Limited
INSPIRISYS.NS,Inspirisys Solutions Limited
INTELLECT.NS,Intellect Design Arena Limited
INTENTECH.NS,Intense Technologies Limited
INTERARCH.NS,Interarch Building Products Limited
INTLCONV.NS,International Conveyors Limited
INVENTURE.NS,Inventure Growth & Securities Limited
IOB.NS,Indian Overseas Bank
IOC.NS,Indian Oil Corporation Limited
IOLCP.NS,IOL Chemicals and Pharmaceuticals Limited
IONEXCHANG.NS,ION Exchange (India) Limited
IPCALAB.NS,IPCA Laboratories Limited
IPL.NS,India Pesticides Limited
IRB.NS,IRB Infrastructure Developers Limited
IRCON.NS,Ircon International Limited
IRCTC.NS,Indian Railway Catering And Tourism Corporation Limited
IREDA.NS,Indian Renewable Energy Development Agency Limited
IRFC.NS,Indian Railway Finance Corporation Limited
IRIS.NS,Iris Business Services Limited
IRIS-RE.NS,Iris Clothings Limited-RE
IRISDOREME.NS,Iris Clothings Limited
IRMENERGY.NS,IRM Energy Limited
ISFT.NS,Intrasoft Technologies Limited
ISGEC.NS,Isgec Heavy Engineering Limited
ISHANCH.NS,Ishan Dyes and Chemicals Limited
ITC.NS,ITC Limited
ITCHOTELS.NS,ITC Hotels Limited
ITDC.NS,India Tourism Development Corporation Limited
ITDCEM.NS,ITD Cementation India Limited
ITI.NS,ITI Limited
IVC.NS,IL&FS Investment Managers Limited
IVP.NS,IVP Limited
IWEL.NS,Inox Wind Energy Limited
IXIGO.NS,Le Travenues Technology Limited
IZMO.NS,IZMO Limited
J&KBANK.NS,The Jammu & Kashmir Bank Limited
JAGRAN.NS,Jagran Prakashan Limited
JAGSNPHARM.NS,Jagsonpal Pharmaceuticals Limited
JAIBALAJI.NS,Jai Balaji Industries Limited
JAICORPLTD.NS,Jai Corp Limited
JAIPURKURT.NS,Nandani Creation Limited
JAMNAAUTO.NS,Jamna Auto Industries Limited
JASH.NS,Jash Engineering Limited
JAYAGROGN.NS,Jayant Agro Organics Limited
JAYBARMARU.NS,Jay Bharat Maruti Limited
JAYNECOIND.NS,Jayaswal Neco Industries Limited
JAYSREETEA.NS,Jayshree Tea & Industries Limited
JBCHEPHARM.NS,JB Chemicals & Pharmaceuticals Limited
JBMA.NS,JBM Auto Limited
JCHAC.NS,Johnson Controls - Hitachi Air Conditioning India Limited
JETFREIGHT.NS,Jet Freight Logistics Limited
JGCHEM.NS,J.G.Chemicals Limited
JHS.NS,JHS Svendgaard Laboratories Limited
JINDALPHOT.NS,Jindal Photo Limited
JINDALPOLY.NS,Jindal Poly Films Limited
JINDALSAW.NS,Jindal Saw Limited
JINDALSTEL.NS,Jindal Steel & Power Limited
JINDRILL.NS,Jindal Drilling And Industries Limited
JINDWORLD.NS,Jindal Worldwide Limited
JIOFIN.NS,Jio Financial Services Limited
JISLDVREQS.NS,Jain Irrigation Systems Limited
JISLJALEQS.NS,Jain Irrigation Systems Limited
JITFINFRA.NS,JITF Infralogistics Limited
JKCEMENT.NS,JK Cement Limited
JKIL.NS,J.Kumar Infraprojects Limited
JKLAKSHMI.NS,JK Lakshmi Cement Limited
JKPAPER.NS,JK Paper Limited
JKTYRE.NS,JK Tyre & Industries Limited
JLHL.NS,Jupiter Life Line Hospitals Limited
JMA.NS,Jullundur Motor Agency (Delhi) Limited
JMFINANCIL.NS,JM Financial Limited
JNKINDIA.NS,JNK India Limited
JOCIL.NS,Jocil Limited
JPASSOCIAT.NS,Jaiprakash Associates Limited
JPOLYINVST.NS,Jindal Poly Investment and Finance Company Limited
JPPOWER.NS,Jaiprakash Power Ventures Limited
JSFB.NS,Jana Small Finance Bank Limited
JSL.NS,Jindal Stainless Limited
JSWENERGY.NS,JSW Energy Limited
JSWHL.NS,JSW Holdings Limited
JSWINFRA.NS,JSW Infrastructure Limited
JSWSTEEL.NS,JSW Steel Limited
JTEKTINDIA.NS,Jtekt India Limited
JTLIND.NS,JTL INDUSTRIES LIMITED
JUBLCPL.NS,Jubilant Agri and Consumer Products Limited
JUBLFOOD.NS,Jubilant Foodworks Limited
JUBLINGREA.NS,Jubilant Ingrevia Limited
JUBLPHARMA.NS,Jubilant Pharmova Limited
JUNIPER.NS,Juniper Hotels Limited
JUSTDIAL.NS,Just Dial Limited
JWL.NS,Jupiter Wagons Limited
JYOTHYLAB.NS,Jyothy Labs Limited
JYOTICNC.NS,Jyoti CNC Automation Limited
JYOTISTRUC.NS,Jyoti Structures Limited
KABRAEXTRU.NS,Kabra Extrusion Technik Limited
KAJARIACER.NS,Kajaria Ceramics Limited
KAKATCEM.NS,Kakatiya Cement Sugar & Industries Limited
KALAMANDIR.NS,Sai Silks (Kalamandir) Limited
KALYANI.NS,Kalyani Commercials Limited
KALYANIFRG.NS,Kalyani Forge Limited
KALYANKJIL.NS,Kalyan Jewellers India Limited
KAMATHOTEL.NS,Kamat Hotels (I) Limited
KAMDHENU.NS,Kamdhenu Limited
KAMOPAINTS.NS,Kamdhenu Ventures Limited
KANANIIND.NS,Kanani Industries Limited
KANORICHEM.NS,Kanoria Chemicals & Industries Limited
KANPRPLA.NS,Kanpur Plastipack Limited
KANSAINER.NS,Kansai Nerolac Paints Limited
KAPSTON.NS,Kapston Services Limited
KARMAENG.NS,Karma Energy Limited
KARURVYSYA.NS,Karur Vysya Bank Limited
KAUSHALYA.NS,Kaushalya Infrastructure Development Corporation Limited
KAVVERITEL.NS,Kavveri Telecom Products Limited
KAYA.NS,Kaya Limited
KAYNES.NS,Kaynes Technology India Limited
KBCGLOBAL.NS,KBC Global Limited
KCP.NS,KCP Limited
KCPSUGIND.NS,KCP Sugar and Industries Corporation Limited
KDDL.NS,KDDL Limited
KEC.NS,KEC International Limited
KECL.NS,Kirloskar Electric Company Limited
KEEPLEARN.NS,DSJ Keep Learning Limited
KEI.NS,KEI Industries Limited
KELLTONTEC.NS,Kellton Tech Solutions Limited
KERNEX.NS,Kernex Microsystems (India) Limited
KESORAMIND.NS,Kesoram Industries Limited
KEYFINSERV.NS,Keynote Financial Services Limited
KFINTECH.NS,Kfin Technologies Limited
KHADIM.NS,Khadim India Limited
KHAICHEM.NS,Khaitan Chemicals & Fertilizers Limited
KHAITANLTD.NS,Khaitan (India) Limited
KHANDSE.NS,Khandwala Securities Limited
KICL.NS,Kalyani Investment Company Limited
KILITCH.NS,Kilitch Drugs (India) Limited
KIMS.NS,Krishna Institute of Medical Sciences Limited
KINGFA.NS,Kingfa Science & Technology (India) Limited
KIOCL.NS,KIOCL Limited
KIRIINDUS.NS,Kiri Industries Limited
KIRLOSBROS.NS,Kirloskar Brothers Limited
KIRLOSENG.NS,Kirloskar Oil Engines Limited
KIRLOSIND.NS,Kirloskar Industries Limited
KIRLPNU.NS,Kirloskar Pneumatic Company Limited
KITEX.NS,Kitex Garments Limited
KKCL.NS,Kewal Kiran Clothing Limited
KMEW.NS,Knowledge Marine & Engineering Works Limited
KMSUGAR.NS,K.M.Sugar Mills Limited
KNRCON.NS,KNR Constructions Limited
KOHINOOR.NS,Kohinoor Foods Limited
KOKUYOCMLN.NS,Kokuyo Camlin Limited
KOLTEPATIL.NS,Kolte - Patil Developers Limited
KOPRAN.NS,Kopran Limited
KOTAKBANK.NS,Kotak Mahindra Bank Limited
KOTARISUG.NS,Kothari Sugars And Chemicals Limited
KOTHARIPET.NS,Kothari Petrochemicals Limited
KOTHARIPRO.NS,Kothari Products Limited
KPEL.NS,K.P. Energy Limited
KPIGREEN.NS,KPI Green Energy Limited
KPIL.NS,Kalpataru Projects International Limited
KPITTECH.NS,KPIT Technologies Limited
KPRMILL.NS,K.P.R. Mill Limited
KRBL.NS,KRBL Limited
KREBSBIO.NS,Krebs Biochemicals and Industries Limited
KRIDHANINF.NS,Kridhan Infra Limited
KRISHANA.NS,Krishana Phoschem Limited
KRITI.NS,Kriti Industries (India) Limited
KRITIKA.NS,Kritika Wires Limited
KRITINUT.NS,Kriti Nutrients Limited
KRN.NS,KRN Heat Exchanger and Refrigeration Limited
KRONOX.NS,Kronox Lab Sciences Limited
KROSS.NS,Kross Limited
KRSNAA.NS,Krsnaa Diagnostics Limited
KRYSTAL.NS,Krystal Integrated Services Limited
KSB.NS,Ksb Limited
KSCL.NS,Kaveri Seed Company Limited
KSHITIJPOL.NS,Kshitij Polyline Limited
KSL.NS,Kalyani Steels Limited
KSOLVES.NS,Ksolves India Limited
KTKBANK.NS,The Karnataka Bank Limited
KUANTUM.NS,Kuantum Papers Limited
LAGNAM.NS,Lagnam Spintex Limited
LAKPRE.NS,Lakshmi Precision Screws Limited
LAL.NS,Lorenzini Apparels Limited
LALPATHLAB.NS,Dr. Lal Path Labs Ltd.
LAMBODHARA.NS,Lambodhara Textiles Limited
LANCORHOL.NS,Lancor Holdings Limited
LANDMARK.NS,Landmark Cars Limited
LAOPALA.NS,La Opala RG Limited
LASA.NS,Lasa Supergenerics Limited
LATENTVIEW.NS,Latent View Analytics Limited
LATTEYS.NS,Latteys Industries Limited
LAURUSLABS.NS,Laurus Labs Limited
LAXMICOT.NS,Laxmi Cotspin Limited
LAXMIDENTL.NS,Laxmi Dental Limited
LCCINFOTEC.NS,LCC Infotech Limited
LEMONTREE.NS,Lemon Tree Hotels Limited
LEXUS.NS,Lexus Granito (India) Limited
LFIC.NS,Lakshmi Finance & Industrial Corporation Limited
LGBBROSLTD.NS,LG Balakrishnan & Bros Limited
LGHL.NS,Laxmi Goldorna House Limited
LIBAS.NS,Libas Consumer Products Limited
LIBERTSHOE.NS,Liberty Shoes Limited
LICHSGFIN.NS,LIC Housing Finance Limited
LICI.NS,Life Insurance Corporation Of India
LIKHITHA.NS,Likhitha Infrastructure Limited
LINC.NS,Linc Limited
LINCOLN.NS,Lincoln Pharmaceuticals Limited
LINDEINDIA.NS,Linde India Limited
LLOYDSENGG.NS,LLOYDS ENGINEERING WORKS LIMITED
LLOYDSENT.NS,Lloyds Enterprises Limited
LLOYDSME.NS,Lloyds Metals And Energy Limited
LMW.NS,LMW Limited
LODHA.NS,Macrotech Developers Limited
LOKESHMACH.NS,Lokesh Machines Limited
LORDSCHLO.NS,Lords Chloro Alkali Limited
LOTUSEYE.NS,Lotus Eye Hospital and Institute Limited
LOVABLE.NS,Lovable Lingerie Limited
LOYALTEX.NS,Loyal Textile Mills Limited
LPDC.NS,Landmark Property Development Company Limited
LT.NS,Larsen & Toubro Limited
LTF.NS,L&T Finance Limited
LTFOODS.NS,LT Foods Limited
LTIM.NS,LTIMindtree Limited
LTTS.NS,L&T Technology Services Limited
LUMAXIND.NS,Lumax Industries Limited
LUMAXTECH.NS,Lumax Auto Technologies Limited
LUPIN.NS,Lupin Limited
LUXIND.NS,Lux Industries Limited
LXCHEM.NS,Laxmi Organic Industries Limited
LYKALABS.NS,Lyka Labs Limited
LYPSAGEMS.NS,Lypsa Gems & Jewellery Limited
M&M.NS,Mahindra & Mahindra Limited
M&MFIN.NS,Mahindra & Mahindra Financial Services Limited
MAANALU.NS,Maan Aluminium Limited
MACPOWER.NS,Macpower CNC Machines Limited
MADHAV.NS,Madhav Marbles and Granites Limited
MADHUCON.NS,Madhucon Projects Limited
MADRASFERT.NS,Madras Fertilizers Limited
MAGADSUGAR.NS,Magadh Sugar & Energy Limited
MAGNUM.NS,Magnum Ventures Limited
MAHABANK.NS,Bank of Maharashtra
MAHAPEXLTD.NS,Maha Rashtra Apex Corporation Limited
MAHASTEEL.NS,Mahamaya Steel Industries Limited
MAHEPC.NS,Mahindra EPC Irrigation Limited
MAHESHWARI.NS,Maheshwari Logistics Limited
MAHLIFE.NS,Mahindra Lifespace Developers Limited
MAHLOG.NS,Mahindra Logistics Limited
MAHSCOOTER.NS,Maharashtra Scooters Limited
MAHSEAMLES.NS,Maharashtra Seamless Limited
MAITHANALL.NS,Maithan Alloys Limited
MALLCOM.NS,Mallcom (India) Limited
MALUPAPER.NS,Malu Paper Mills Limited
MAMATA.NS,Mamata Machinery Limited
MANAKALUCO.NS,Manaksia Aluminium Company Limited
MANAKCOAT.NS,Manaksia Coated Metals & Industries Limited
MANAKSIA.NS,Manaksia Limited
MANAKSTEEL.NS,Manaksia Steels Limited
MANALIPETC.NS,Manali Petrochemicals Limited
MANAPPURAM.NS,Manappuram Finance Limited
MANBA.NS,Manba Finance Limited
MANCREDIT.NS,Mangal Credit and Fincorp Limited
MANGALAM.NS,Mangalam Drugs And Organics Limited
MANGCHEFER.NS,Mangalore Chemicals & Fertilizers Limited
MANGLMCEM.NS,Mangalam Cement Limited
MANINDS.NS,Man Industries (India) Limited
MANINFRA.NS,Man Infraconstruction Limited
MANKIND.NS,Mankind Pharma Limited
MANOMAY.NS,Manomay Tex India Limited
MANORAMA.NS,Manorama Industries Limited
MANORG.NS,Mangalam Organics Limited
MANUGRAPH.NS,Manugraph India Limited
MANYAVAR.NS,Vedant Fashions Limited
MAPMYINDIA.NS,C.E. Info Systems Limited
MARALOVER.NS,Maral Overseas Limited
MARATHON.NS,Marathon Nextgen Realty Limited
MARICO.NS,Marico Limited
MARINE.NS,Marine Electricals (India) Limited
MARKSANS.NS,Marksans Pharma Limited
MARSHALL.NS,Marshall Machines Limited
MARUTI.NS,Maruti Suzuki India Limited
MASFIN.NS,MAS Financial Services Limited
MASKINVEST.NS,Mask Investments Limited
MASTEK.NS,Mastek Limited
MASTERTR.NS,Master Trust Limited
MATRIMONY.NS,Matrimony.Com Limited
MAWANASUG.NS,Mawana Sugars Limited
MAXESTATES.NS,Max Estates Limited
MAXHEALTH.NS,Max Healthcare Institute Limited
MAXIND.NS,Max India Limited
MAYURUNIQ.NS,Mayur Uniquoters Ltd
MAZDA.NS,Mazda Limited
MAZDOCK.NS,Mazagon Dock Shipbuilders Limited
MBAPL.NS,Madhya Bharat Agro Products Limited
MBLINFRA.NS,MBL Infrastructure Limited
MCL.NS,Madhav Copper Limited
MCLEODRUSS.NS,Mcleod Russel India Limited
MCLOUD.NS,Magellanic Cloud Limited
MCX.NS,Multi Commodity Exchange of India Limited
MEDANTA.NS,Global Health Limited
MEDIASSIST.NS,Medi Assist Healthcare Services Limited
MEDICAMEQ.NS,Medicamen Biotech Limited
MEDICO.NS,Medico Remedies Limited
MEDPLUS.NS,Medplus Health Services Limited
MEGASOFT.NS,Megasoft Limited
MEGASTAR.NS,Megastar Foods Limited
MENONBE.NS,Menon Bearings Limited
MEP.NS,MEP Infrastructure Developers Limited
METROBRAND.NS,Metro Brands Limited
METROPOLIS.NS,Metropolis Healthcare Limited
MFML.NS,Mahalaxmi Fabric Mills Limited
MFSL.NS,Max Financial Services Limited
MGEL.NS,Mangalam Global Enterprise Limited
MGL.NS,Mahanagar Gas Limited
MHLXMIRU.NS,Mahalaxmi Rubtech Limited
MHRIL.NS,Mahindra Holidays & Resorts India Limited
MICEL.NS,MIC Electronics Limited
MIDHANI.NS,Mishra Dhatu Nigam Limited
MINDACORP.NS,Minda Corporation Limited
MINDTECK.NS,Mindteck (India) Limited
MIRCELECTR.NS,MIRC Electronics Limited
MIRZAINT.NS,Mirza International Limited
MITCON.NS,MITCON Consultancy & Engineering Services Limited
MITTAL.NS,Mittal Life Style Limited
MKPL.NS,M K Proteins Limited
MMFL.NS,MM Forgings Limited
MMP.NS,MMP Industries Limited
MMTC.NS,MMTC Limited
MOBIKWIK.NS,One Mobikwik Systems Limited
MODIRUBBER.NS,Modi Rubber Limited
MODISONLTD.NS,MODISON LIMITED
MODTHREAD.NS,Modern Threads (India) Limited
MOHITIND.NS,Mohit Industries Limited
MOIL.NS,MOIL Limited
MOKSH.NS,Moksh Ornaments Limited
MOL.NS,Meghmani Organics Limited
MOLDTECH.NS,Mold-Tek Technologies Limited
MOLDTKPAC.NS,Mold-Tek Packaging Limited
MONARCH.NS,Monarch Networth Capital Limited
MONTECARLO.NS,Monte Carlo Fashions Limited
MORARJEE.NS,Morarjee Textiles Limited
MOREPENLAB.NS,Morepen Laboratories Limited
MOSCHIP.NS,Moschip Technologies Limited
MOTHERSON.NS,Samvardhana Motherson International Limited
MOTILALOFS.NS,Motilal Oswal Financial Services Limited
MOTISONS.NS,Motisons Jewellers Limited
MOTOGENFIN.NS,The Motor & General Finance Limited
MPHASIS.NS,MphasiS Limited
MPSLTD.NS,MPS Limited
MRF.NS,MRF Limited
MRO-TEK.NS,MRO-TEK Realty Limited
MRPL.NS,Mangalore Refinery and Petrochemicals Limited
MSPL.NS,MSP Steel & Power Limited
MSTCLTD.NS,Mstc Limited
MSUMI.NS,Motherson Sumi Wiring India Limited
MTARTECH.NS,Mtar Technologies Limited
MTEDUCARE.NS,MT Educare Limited
MTNL.NS,Mahanagar Telephone Nigam Limited
MUFIN.NS,Mufin Green Finance Limited
MUFTI.NS,Credo Brands Marketing Limited
MUKANDLTD.NS,Mukand Limited
MUKKA.NS,Mukka Proteins Limited
MUKTAARTS.NS,Mukta Arts Limited
MUNJALAU.NS,Munjal Auto Industries Limited
MUNJALSHOW.NS,Munjal Showa Limited
MURUDCERA.NS,Murudeshwar Ceramics Limited
MUTHOOTCAP.NS,Muthoot Capital Services Limited
MUTHOOTFIN.NS,Muthoot Finance Limited
MUTHOOTMF.NS,Muthoot Microfin Limited
MVGJL.NS,Manoj Vaibhav Gems N Jewellers Limited
NACLIND.NS,NACL Industries Limited
NAGAFERT.NS,Nagarjuna Fertilizers and Chemicals Limited
NAGREEKCAP.NS,Nagreeka Capital & Infrastructure Limited
NAGREEKEXP.NS,Nagreeka Exports Limited
NAHARCAP.NS,Nahar Capital and Financial Services Limited
NAHARINDUS.NS,Nahar Industrial Enterprises Limited
NAHARPOLY.NS,Nahar Poly Films Limited
NAHARSPING.NS,Nahar Spinning Mills Limited
NAM-INDIA.NS,Nippon Life India Asset Management Limited
NARMADA.NS,Narmada Agrobase Limited
NATCAPSUQ.NS,Natural Capsules Limited
NATCOPHARM.NS,Natco Pharma Limited
NATHBIOGEN.NS,Nath Bio-Genes (India) Limited
NATIONALUM.NS,National Aluminium Company Limited
NAUKRI.NS,Info Edge (India) Limited
NAVA.NS,NAVA LIMITED
NAVINFLUOR.NS,Navin Fluorine International Limited
NAVKARCORP.NS,Navkar Corporation Limited
NAVKARURB.NS,Navkar Urbanstructure Limited
NAVNETEDUL.NS,Navneet Education Limited
NAZARA.NS,Nazara Technologies Limited
NBCC.NS,NBCC (India) Limited
NBIFIN.NS,N. B. I. Industrial Finance Company Limited
NCC.NS,NCC Limited
NCLIND.NS,NCL Industries Limited
NDGL.NS,Naga Dhunseri Group Limited
NDL.NS,Nandan Denim Limited
NDLVENTURE.NS,NDL Ventures Limited
NDRAUTO.NS,Ndr Auto Components Limited
NDTV.NS,New Delhi Television Limited
NECCLTD.NS,North Eastern Carrying Corporation Limited
NECLIFE.NS,Nectar Lifesciences Limited
NELCAST.NS,Nelcast Limited
NELCO.NS,NELCO Limited
NEOGEN.NS,Neogen Chemicals Limited
NESCO.NS,Nesco Limited
NESTLEIND.NS,Nestle India Limited
NETWEB.NS,Netweb Technologies India Limited
NETWORK18.NS,Network18 Media & Investments Limited
NEULANDLAB.NS,Neuland Laboratories Limited
NEWGEN.NS,Newgen Software Technologies Limited
NEXTMEDIA.NS,Next Mediaworks Limited
NFL.NS,National Fertilizers Limited
NGIL.NS,Nakoda Group of Industries Limited
NGLFINE.NS,NGL Fine-Chem Limited
NH.NS,Narayana Hrudayalaya Ltd.
NHPC.NS,NHPC Limited
NIACL.NS,The New India Assurance Company Limited
NIBE.NS,NIBE Limited
NIBL.NS,NRB Industrial Bearings Limited
NIITLTD.NS,NIIT Limited
NIITMTS.NS,NIIT Learning Systems Limited
NILAINFRA.NS,Nila Infrastructures Limited
NILASPACES.NS,Nila Spaces Limited
NILKAMAL.NS,Nilkamal Limited
NINSYS.NS,NINtec Systems Limited
NIPPOBATRY.NS,Indo-National Limited
NIRAJ.NS,Niraj Cement Structurals Limited
NIRAJISPAT.NS,Niraj Ispat Industries Limited
NITCO.NS,Nitco Limited
NITINSPIN.NS,Nitin Spinners Limited
NITIRAJ.NS,Nitiraj Engineers Limited
NIVABUPA.NS,Niva Bupa Health Insurance Company Limited
NKIND.NS,NK Industries Limited
NLCINDIA.NS,NLC India Limited
NMDC.NS,NMDC Limited
NOCIL.NS,NOCIL Limited
NOIDATOLL.NS,Noida Toll Bridge Company Limited
NORBTEAEXP.NS,Norben Tea & Exports Limited
NORTHARC.NS,Northern Arc Capital Limited
NOVAAGRI.NS,Nova Agritech Limited
NRAIL.NS,N R Agarwal Industries Limited
NRBBEARING.NS,NRB Bearing Limited
NRL.NS,Nupur Recyclers Limited
NSIL.NS,Nalwa Sons Investments Limited
NSLNISP.NS,NMDC Steel Limited
NTPC.NS,NTPC Limited
NTPCGREEN.NS,NTPC Green Energy Limited
NUCLEUS.NS,Nucleus Software Exports Limited
NURECA.NS,Nureca Limited
NUVAMA.NS,Nuvama Wealth Management Limited
NUVOCO.NS,Nuvoco Vistas Corporation Limited
NYKAA.NS,FSN E-Commerce Ventures Limited
