symbol,name
509015.NS,Thakral Services (India) Limited
509020.NS,Ruchi Infrastructure Ltd
509024.NS,Golden Legand Leasing & Finance Ltd
509026.NS,VJTF Eduservices Limited
509038.NS,Voltaire Leasing & Finance Ltd.
509040.NS,Netlink Solutions (India) Ltd.
509046.NS,TRILIANCE POLYMERS LIMITED
509048.NS,Lancor Holdings Ltd.
509051.NS,Indian Infotech And Software Ltd.
509053.NS,Banas Finance Limited
509055.NS,Visaka Industries Ltd.
509069.NS,Infomedia Press Limited
509073.NS,Hathway Bhawani Cabletel & Datacom
509079.NS,Gufic BioSciences Ltd.
509084.NS,Photon Capital Advisors Ltd
509099.NS,Oswal Leasing Ltd.
509152.NS,GRP Limited
509162.NS,Indag Rubber Ltd.
509196.NS,M.M. Rubber Company Ltd.
509220.NS,PTL Enterprises Ltd
509243.NS,TVS Srichakra Ltd.
509423.NS,Sanathnagar Enterprises Limited
509438.NS,Benares Hotels Ltd
509449.NS,Bhagwati Oxygen Ltd.
509470.NS,BOMBAY OXYGEN INVESTMENTS LIMITED
509472.NS,Cravatex Ltd.
509480.NS,Berger Paints India Ltd
509486.NS,Caprihans India Ltd.
509488.NS,Graphite India Ltd.
509496.NS,ITD Cementation India Ltd
509525.NS,Empire Industries Ltd.
509546.NS,Graviss Hospitality Ltd
509557.NS,GARWARE TECHNICAL FIBRES LIMITED
509563.NS,Garware Marine Industries Ltd.
509567.NS,Goa Carbon Ltd.
509597.NS,Hardcastle & Waud Mfg. Co. Ltd.
509631.NS,HEG Ltd.
509635.NS,Hindustan Composites Ltd
509650.NS,Hindustan Housing Co. Ltd.
509675.NS,HIL Limited
509692.NS,Indian Card Clothing Ltd
509709.NS,International Conveyors Ltd.
509715.NS,Jay Shree Tea & Industries Ltd.
509732.NS,Kothari Industrial Corpn. Ltd.
509760.NS,Modern Shares and Stockbrokers Ltd.
509782.NS,Oseaspre Consultants Ltd.
509820.NS,HUHTAMAKI INDIA LIMITED
509835.NS,Premier Synthetics Ltd.
509845.NS,R.J. Shah & Co. Ltd.
509870.NS,Shah Construction Co. Ltd.
509874.NS,Shalimar Paints Ltd.
509887.NS,Sinnar Bidi Udyog Ltd.
509895.NS,Hindoostan Mills Ltd.
509910.NS,Southern Gas Ltd.
509917.NS,Technojet Consultants Ltd.
509930.NS,Supreme Industries Ltd.
509945.NS,Thacker & Co. Ltd.
509960.NS,U.P. Hotels Ltd.
509966.NS,VST Industries Ltd.
510245.NS,Swasti Vinayaka Synthetics Ltd.
511000.NS,Madhusudan Securities Ltd
511012.NS,Yamini Investments Company Limited
511016.NS,Premier Capital Services Ltd.
511018.NS,MILGREY FINANCE & INVESTMENT LTD
511034.NS,Jindal Drilling & Industries Ltd.
511048.NS,Kusam Electrical Industies Ltd.
511060.NS,Jumbo Finance Ltd.
511066.NS,Sakthi Finance Ltd.
511074.NS,EASY FINCORP LIMITED
511076.NS,Sat Industries Ltd
511092.NS,JMD Ventures Limited
511096.NS,Tivoli Construction Ltd.
511108.NS,Shiva Texyarn Ltd.
511110.NS,V.B.Desai Financial Services Ltd
511116.NS,Quadrant Televentures Limited
511122.NS,First Custodian Fund (India) Ltd.
511131.NS,Kamanwala Housing Construction Ltd
511147.NS,WSFX Global Pay Limited
511153.NS,Anjani Foods Limited
511169.NS,RKD AGRI & RETAIL LIMITED
511176.NS,Parshwanath Corporation Limited
511185.NS,RAJVI LOGITRADE LIMITED
511187.NS,Millennium Online Solutions (India) Ltd
511194.NS,ICDS Ltd.
511196.NS,Can Fin Homes Ltd.
511200.NS,Munoth Capital Market Ltd
511208.NS,IL & FS Investment Managers Ltd.
511218.NS,Shriram Finance Limited
511243.NS,Cholamandalam Investment and Finance Company Ltd
511246.NS,BOMBAY TALKIES LIMITED
511254.NS,Sagar Systech Ltd.
511260.NS,ID INFO BUSINESS SERVICES LTD.
511333.NS,VLS Finance Limited
511355.NS,India Cements Capital Limited
511359.NS,AD-Manum Finance Ltd
511377.NS,Mehta Integrated Finance Ltd.
511391.NS,Inter Globe Finance Ltd.
511401.NS,MUNOTH COMMUNICATION LIMITED
511411.NS,SHRISTI INFRASTRUCTURE DEVELOPMENT CORPORATION LTD.
511413.NS,CREST VENTURES LIMITED
511431.NS,Vakrangee Limited
511441.NS,Gujarat Credit Corporation Ltd.
511447.NS,Sylph Technologies Ltd
511451.NS,Dharani Finance Ltd.
511463.NS,Alexander Stamps And Coin Limited
511473.NS,Indbank Merchant Banking Services L
511493.NS,SHRYDUS INDUSTRIES LIMITED
511501.NS,BHARAT BHUSHAN FINANCE & COMMODITY BROKERS LIMITED
511505.NS,Capital Trust Ltd.
511507.NS,Ushakiran Finance Ltd.
511509.NS,Vivo Bio tech Ltd.
511523.NS,Veerhealth Care Limited
511525.NS,Pan India Corporation Ltd
511533.NS,Sahara HousingFina Corporation Ltd.
511535.NS,NDA Securities ltd.
511539.NS,Supra Trends Limited
511543.NS,GSB Finance Ltd.
511549.NS,Morarka Finance Ltd.
511551.NS,Monarch Networth Capital Limited
511557.NS,Pro Fin Capital Services Ltd
511559.NS,Times Guaranty Ltd.
511563.NS,Sanchay Finvest Ltd
511571.NS,Som Datt Finance Corporation Ltd.
511577.NS,Savani Financials Ltd.
511585.NS,BEFOUND MOVEMENT LIMITED
511589.NS,Avonmore Capital & Management Services Limited
511593.NS,Libord Finance Limited
511601.NS,Yash Management & Satellite Ltd.
511605.NS,Arihant Capital Markets Ltd.
511609.NS,ISL Consulting Ltd
511611.NS,DCM Financial Services Ltd.
511626.NS,R.R.Financial Consultants Ltd.
511628.NS,FEDDERS HOLDING LIMITED
511630.NS,Sambhaav Media Ltd.
511634.NS,Dugar Housing Developments Limited
511636.NS,DJS Stock & Shares Ltd.
511644.NS,Omega Interactive Technologies Ltd.
511654.NS,Sugal & Damani Share Brokers Ltd.
511658.NS,Nettlinx Ltd.
511660.NS,Premium Capital Market & Investment
511664.NS,BGIL Films & Technologies Ltd
511672.NS,Scan Steels Limited
511676.NS,GIC Housing Finance Ltd.
511688.NS,Mathew Easow Research Securities Lt
511692.NS,Ajcon Global Services Ltd.
511696.NS,Chartered Capital & Investment Ltd.
511700.NS,Standard Capital Markets Ltd.
511702.NS,YOGI LIMITED
511710.NS,Cubical Financial Services Ltd.
511712.NS,Relic Technologies Ltd.
511714.NS,Nimbus Projects Limited
511716.NS,Invigorated Business Consulting Limited
511724.NS,BAID FINSERV LIMITED
511726.NS,Vipul Limited
511728.NS,K.Z.Leasing & Finance Ltd.
511730.NS,Avasara Finance Limited
511734.NS,Pasupati Fincap Ltd.
511738.NS,Mehta Securities Ltd.
511740.NS,Mehta Housing Finance Ltd.
511742.NS,UGRO CAPITAL LIMITED
511754.NS,Shalibhadra Finance Ltd.
511756.NS,Abirami Financial Services (India)
511758.NS,Mansi Finance (Chennai) Ltd
511760.NS,Seven Hill Industries Limited
511764.NS,Aastamangalam Finance Limited
511766.NS,Muthoot Capital Services Ltd.
511768.NS,Master Trust Ltd.
512004.NS,Nilkanth Engineering Ltd.
512008.NS,EFC (I) LIMITED
512014.NS,Sobhagya Merchantile Ltd.
512018.NS,CNI Research Ltd
512020.NS,Saraswati Commercial (India) Ltd.
512022.NS,Winro Commercial (India) Ltd.
512024.NS,N.D.Metal Industries Ltd
512025.NS,BANGANGA PAPER INDUSTRIES LIMITED
512026.NS,VEGA JEWELLERS LIMITED
512036.NS,Kapil Cotex  Ltd.
512038.NS,TCC CONCEPT LIMITED
512047.NS,Royal India Corporation Limited
512048.NS,Luharuka Media & Infra Limited
512060.NS,Ventura Guaranty Ltd.
512062.NS,Sanmitra Commercial Ltd.
512063.NS,WARDWIZARD HEALTHCARE LIMITED
512064.NS,VISHVPRABHA VENTURES LIMITED
512065.NS,Mrugesh Trading Ltd.
512068.NS,Deccan Gold Mines Ltd.
512070.NS,UPL Limited
512091.NS,Nibe Ordnance and Maritime Limited
512093.NS,Cranes Software International Ltd.
512097.NS,Saianand Commercial Limited
512099.NS,EYANTRA VENTURES LIMITED
512101.NS,Triochem Products Ltd.
512103.NS,Nidhi Granites Limited
512109.NS,Aviva Industries Limited
512115.NS,Rose Merc.Limited
512117.NS,Twin Roses Trades & Agencies Ltd.
512131.NS,Signet Industries Limited
512147.NS,Kajal Synthetics and Silk Mills Ltd
512149.NS,Avance Technologies Ltd.
512153.NS,M LAKHAMSI INDUSTRIES LIMITED
512157.NS,Terraform Realstate Limited
512161.NS,SECUREKLOUD TECHNOLOGIES LIMITED
512165.NS,ABans Enterprises Limited
512169.NS,Capricorn Systems Global Solutions Ltd.
512175.NS,Vama Industries Limited
512179.NS,Sunteck Realty Ltd
512195.NS,Bentley Commercial Enterprises Ltd.
512197.NS,Silver oak Commercial Ltd.
512213.NS,Classic Electricals Ltd.
512217.NS,Prism Medico and Pharmacy Ltd.
512221.NS,SPV GLOBAL TRADING LIMITED
512229.NS,Veritas (India) Limited
512233.NS,Jaybharat Textiles And Real Estate Limited
512237.NS,Jai Corp Limited
512245.NS,Nivi Trading Ltd.
512247.NS,Ashirwad Capital Ltd.
512257.NS,Swasti Vinayaka Art And Heritage Corporation Ltd
512261.NS,Bajaj Global Ltd
512267.NS,Media Matrix Worldwide Ltd.
512271.NS,Tashi India Ltd.
512277.NS,Autoriders International Ltd
512279.NS,N2N Technologies Limited
512291.NS,Speedage Commercials Ltd.
512296.NS,Bhagyanagar India Limited
512297.NS,Shantai Industries Limited
512301.NS,Chambal Breweries & Distilleries Li
512303.NS,Mansoon Trading Co. Ltd.
512329.NS,SG MART LIMITED
512341.NS,CES Limited
512344.NS,Aravali Securities & Finance Ltd.
512345.NS,Yash Trading & Finance Ltd.
512359.NS,Sword-Edge Commercials Limited
512361.NS,CUPID BREWERIES AND DISTILLERIES LIMITED
512367.NS,Sheraton Properties & Finance Ltd.
512377.NS,Magnanimous Trade & Finance Ltd.
512379.NS,Cressanda Solutions Ltd.
512381.NS,STARTECK FINANCE LIMITED
512393.NS,Shardul Securities Ltd.
512399.NS,SERA INVESTMENTS & FINANCE INDIA LIMITED
512404.NS,Bengal Steel Industries Ltd.
512405.NS,i Power Solutions India Ltd.
512408.NS,Uniworth Securities Limited
512415.NS,Mercury Trade Links Ltd.
512425.NS,Nirav Commercials Ltd.
512431.NS,White Hall Commercial Co.Ltd.
512433.NS,Asutosh Enterprise Ltd.
512437.NS,Apollo Finvest (India) Ltd.
512441.NS,Enbee Trade & Finance Ltd.
512443.NS,Ganon Products Limited
512445.NS,Devinsu Trading Ltd.
512453.NS,Shri Jagdamba Polymers Ltd
512455.NS,Lloyds Metals and Energy Limited
512461.NS,Punctual Trading Ltd.
512463.NS,LLOYDS ENTERPRISES LIMITED
512477.NS,Betex India Ltd.
512479.NS,VIRYA RESOURCES LIMITED
512481.NS,Polytex India Ltd.
512485.NS,Dhanlaxmi Cotex Ltd.
512489.NS,Oasis Securities Limited
512493.NS,Garnet International Limited
512499.NS,Shalimar Productions Ltd.
512505.NS,Meenakshi Steel Industries Ltd.
512511.NS,Varun Mercantile Ltd.
512517.NS,Vinayak Vanijya Ltd.
512519.NS,Donear Industries Ltd
512527.NS,Super Sales India Ltd.
512529.NS,Sequent Scientific Limited
512531.NS,State Trading Corporation of India
512553.NS,Zenith Exports Ltd.
512559.NS,Kohinoor Foods Ltd
512565.NS,NEELKANTH LIMITED
512573.NS,Avanti Feeds ltd.
512587.NS,Zodiac-JRD-MKJ Ltd.
512589.NS,Sita Enterprises LTD.
512591.NS,Pulsar International Limited
512595.NS,Manbro Industries Limited
512597.NS,KEYNOTE FINANCIAL SERVICES LIMITED
512599.NS,Adani Enterprises Ltd.
512600.NS,ASTAL LABORATORIES LIMITED
512604.NS,Haria Exports Ltd.
512608.NS,Bhandari Hosiery Exports Ltd.
512618.NS,RLF Ltd.
512624.NS,Regent Enterprises Limited
512626.NS,Orbit Exports Ltd.
512634.NS,Savera Industries Ltd.
513005.NS,Chrome Silicon Limited
513012.NS,Jeet Machine Tools Ltd.
513023.NS,NAVA LIMITED
513039.NS,Hindusthan Udyog Ltd
513043.NS,Remi Edelstahl Tubulars Limited
513059.NS,G.S. Auto International Ltd.
513063.NS,Trans-Freight Containers Ltd.
513097.NS,Shivalik Bimetal Controls Ltd.
513108.NS,Gandhi Special Tubes Ltd.
513117.NS,Amforge Industries Ltd.
513119.NS,ONIX SOLAR ENERGY LIMITED
513121.NS,Oricon Enterprises Ltd.
513149.NS,Acrow (India) Ltd.
513173.NS,Steel Strips Infrastructures Limited
513228.NS,Pennar Industries Ltd.
513250.NS,Jyoti Structures Ltd.
513252.NS,Jay Ushin Ltd.
513262.NS,Steel Strips & Wheels Ltd
513269.NS,Man Industries (India) Ltd
513295.NS,IMEC SERVICES LIMITED
513303.NS,Modern Steels Limited
513307.NS,Synthiko Foils Ltd.
513309.NS,Golkonda Aluminium Extrusions Ltd
513337.NS,Gujarat Toolroom Ltd.
513343.NS,Grand Foundry Ltd.
513349.NS,Ajmera Realty & Infra India Limited
513353.NS,Cochin Minerals & Rutile Ltd.
513361.NS,India Steel Works Ltd
513369.NS,KRISHANVEER FORGE LIMITED
513375.NS,Carborundum Universal Ltd.
513377.NS,MMTC Ltd.
513397.NS,Vallabh Steels ltd
513401.NS,Ashiana Ispat Limited
513403.NS,P.M. Telelinnks Limited
513418.NS,Smiths & Founders (India) Limited
513422.NS,Bloom Industries Ltd
513430.NS,Maitri Enterprises Limited
513436.NS,Shah Alloys Limited
513452.NS,Elango Industries Ltd
513456.NS,Kanishk Steel Industries Ltd
513460.NS,Mahalaxmi Seamless Ltd.
513472.NS,Simplex Castings Ltd.
513488.NS,Shree Steel Wire Ropes Ltd.
513496.NS,SIZEMASTERS TECHNOLOGY LIMITED
513498.NS,Southern Magnesium And Chemicals Lt
513502.NS,Baroda Extrusion Ltd.
513507.NS,Gujarat Containers Ltd.
513509.NS,Kalyani Forge Ltd.
513511.NS,Panchmahal Steel Ltd.
513513.NS,Aditya Ispat Ltd.
513517.NS,Steelcast Ltd.
513519.NS,PITTI ENGINEERING LIMITED
513528.NS,Glittek Granites Ltd.
513532.NS,Pradeep Metals Ltd.
513536.NS,Gujarat Natural Resources Limited
513540.NS,Tamilnadu Steel Tubes Ltd.
513544.NS,Mardia Samyoung Capillary Tubes Co.
513548.NS,Sharda Ispat Ltd.
513554.NS,Mahamaya Steel Industries Limited
513566.NS,Nova Iron & Steel Ltd.
513575.NS,Sterling Powergensys Limited
513579.NS,Foundry Fuel Products Ltd.
513599.NS,Hindustan Copper Ltd.
513629.NS,Tulsyan NEC Ltd
513642.NS,Axel Polymers Ltd.
513683.NS,NLC India Limited
513687.NS,Spectra Industries Ltd.
513693.NS,KIC Metaliks Ltd.
513699.NS,Solid Stone Company Ltd.
513709.NS,Shilp Gravures Ltd.
513713.NS,White Organic Agro Limited
513721.NS,MFS Intercorp Limited
513729.NS,Aro Granite Industries Ltd.
514010.NS,RUDRA ECOVATION LIMITED
514028.NS,Rajkamal Synthetics Ltd.
514030.NS,Deepak Spinners Ltd.
514036.NS,Loyal Textiles Mills Ltd
514043.NS,Himatsingka Seide Ltd.
514045.NS,BSL Ltd.
514060.NS,MARKOBENZ VENTURES LIMITED
514087.NS,P.B.M. Polytex Ltd.
514113.NS,Adinath Textiles Ltd.
514128.NS,Konark Synthetics  Ltd
514138.NS,Suryalata Spinning Mills Ltd.
514140.NS,Suryavanshi Spinning Mills Ltd.
514142.NS,T T Ltd
514162.NS,WELSPUN LIVING LIMITED
514165.NS,Indian Acrylics Ltd
514167.NS,Ganesha Ecosphere Limited
514171.NS,Ceeta Industries Ltd.
514175.NS,Vardhman Polytex Ltd.
514177.NS,Rishabh Special Yarns Ltd
514183.NS,Black Rose Industries Ltd
514197.NS,S & T Corporation Limited
514221.NS,K-Lifestyle & Industries Limited
514223.NS,Ramgopal Polytex Ltd
514234.NS,Sangam (India) Ltd
514236.NS,TTL ENTERPRISES LIMITED
514238.NS,MKVENTURES CAPITAL LIMITED
514240.NS,Kush Industries Limited
514248.NS,Sree chem Resins Ltd
514260.NS,Surbhi Industries Limited
514264.NS,Seasons Textiles Ltd
514266.NS,Zenith Fibres Limited
514272.NS,Bhilwara Spinners Ltd
514274.NS,Aarvee Denims & Exports Ltd.
514280.NS,Sanrhea Technical Textiles Ltd.
514286.NS,Ashima Ltd
514300.NS,Pioneer Embroideries Ltd.
514302.NS,Vippy Spinpro Ltd.
514312.NS,Jaihind Synthetics Ltd.
514316.NS,Raghuvir Synthetics Ltd.
514318.NS,Jattashankar Industries Limited
514322.NS,Kamadgiri Fashion Limited
514324.NS,Omnitex Industries (India) Ltd.
514326.NS,Patspin India Ltd.
514330.NS,ONE GLOBAL SERVICE PROVIDER LIMITED
514332.NS,Neo Infracon Ltd.
514336.NS,GENESIS IBRC INDIA LIMITED
514348.NS,Winsome Yarns Ltd.
514354.NS,Premier Polyfilm Ltd.
514358.NS,EVERLON FINANCIALS LIMITED
514360.NS,K&R RAIL ENGINEERING LIMITED
514378.NS,Yarn Syndicate Ltd.
514386.NS,Gujarat Cotex Ltd
514400.NS,Garware Synthetics Ltd.
514402.NS,ECO HOTELS AND RESORTS LIMITED
514412.NS,SARUP INDUSTRIES LIMITED
514418.NS,Mangalam Organics Limited
514428.NS,Hindustan Adhesives Ltd.
514440.NS,Blue Pearl Agriventures Limited
514442.NS,Sri KPR Industries Ltd
514446.NS,LS Industries Limited
514448.NS,Jyoti Resins & Adhesives Ltd
514450.NS,Mahalaxmi Rubtech Ltd.
514454.NS,Southern Latex Ltd.
514460.NS,Oswal Yarns Ltd.
514470.NS,Winsome Textile Industries Ltd
515008.NS,Modern Insulators Ltd.
515018.NS,Regency Ceramics Ltd
515030.NS,Asahi India Glass Ltd.
515037.NS,Murudeshwar Ceramics Ltd.
515043.NS,Saint-Gobain Sekurit India Ltd.
515055.NS,Anant Raj Limited
515059.NS,Madhusudan Industries Ltd.
515085.NS,Restile Ceramics Ltd.
515093.NS,Madhav Marbles & Granites Ltd.
515127.NS,Ramasigns Industries Limited
515145.NS,Hindusthan National Glass & Industr
515147.NS,Haldyn Glass Limited
516003.NS,DUROPLY INDUSTRIES LIMITED
516016.NS,Shreyans Industries Limited.
516020.NS,Agio Paper & Industries Limited
516022.NS,Star Paper Mills Ltd.
516030.NS,PAKKA LIMITED
516032.NS,TAHMAR ENTERPRISES LIMITED
516038.NS,Soma Papers & Industries Ltd.
516062.NS,National Plywood Industries Ltd.
516064.NS,Arrow Greentech Limited
516072.NS,Vishnu Chemicals Limited
516078.NS,Jumbo Bag ltd.
516082.NS,N.R.Agarwal Industries Ltd.
516092.NS,3P LAND HOLDINGS LTD.
516096.NS,Sangal Papers Ltd.
516098.NS,Ventura Textiles Ltd.
516106.NS,Shree Karthik Papers Ltd.
516108.NS,South India Paper Mills Ltd.
516110.NS,FAMILY CARE HOSPITALS LIMITED
517015.NS,Vindhya Telelinks Ltd.
517035.NS,RIR POWER ELECTRONICS LIMITED
517041.NS,Ador Welding Ltd.
517044.NS,International Data Managements Ltd.
517059.NS,Salzer Electronics Ltd.
517063.NS,Jetking Infotrain Ltd.
517077.NS,Ind-Agiv Commerce Ltd.
517096.NS,Aplab Ltd.
517119.NS,PCS Technology Ltd.
517146.NS,Usha Martin Ltd.
517166.NS,SPEL Semiconductor Ltd.
517168.NS,Subros Ltd.
517170.NS,Edvenswa Enterprises Limited
517172.NS,Pervasive Commodities Limited
517174.NS,Honeywell Automation India Ltd.
517201.NS,Switching Technologies Gunther Ltd.
517206.NS,Lumax Industries Ltd.
517214.NS,DIGISPICE TECHNOLOGIES LIMITED
517236.NS,Calcom Vision Ltd.
517238.NS,Dynavision Limited
517246.NS,BCC Fuba India Ltd.
517258.NS,Precision Electronics Ltd.
517264.NS,Fine-line Circuits Ltd.
517271.NS,HBL ENGINEERING LIMITED
517273.NS,S & S Power Switchgears Ltd.
517288.NS,Gujarat Poly Electronics Limited
517300.NS,Gujarat Industries Power Co. Ltd
517320.NS,MAGNUS RETAIL LIMITED
517330.NS,CMI Limited
517334.NS,Samvardhana Motherson International Limited
517344.NS,Mindteck (India) Ltd
517354.NS,Havells India Limited
517356.NS,ACI Infocom Ltd.
517360.NS,SBEC Systems (Ind) Ltd.
517370.NS,Incap Ltd
517372.NS,Gujarat Intrux Limited
517380.NS,Igarashi Motors India Ltd.
517385.NS,Symphony Limited
517393.NS,Vintron Informatics Ltd.
517397.NS,Pan Electronics India Ltd.
517399.NS,VXL Instruments Ltd.
517411.NS,Shyam Telecom Ltd.
517415.NS,Lee & Nee Softwares (Exports) Ltd.
517417.NS,Patels Airtemp (I) Ltd.
517421.NS,Butterfly Gandhimathi Appliances Limited
517423.NS,Integra Switchgear Ltd.
517429.NS,Athena Global Technologies Limited
517431.NS,Narmada Macplast Drip Irrigation Sy
517437.NS,Dutron  Polymers Ltd.
517447.NS,R S Software India Ltd.
517449.NS,Magna Electro Castings Ltd.
517467.NS,MARSONS LIMITED
517477.NS,Elnet Technologies Ltd.
517494.NS,ACCEL LIMITED
517498.NS,Websol Energy System Limited
517500.NS,Roto Pumps Ltd.
517506.NS,TTK Prestige Ltd.
517514.NS,D & H India Limited
517522.NS,Rajratan Global Wire Ltd
517530.NS,Surana Telecom And Power Limited
517536.NS,Onward Technologies Ltd.
517544.NS,Centum Electronics Ltd
517546.NS,Alfa Transformers ltd.
517554.NS,NHC FOODS LIMITED
517556.NS,PVP Ventures Ltd
517562.NS,Trigyn Technologies Ltd.
517564.NS,CLENON ENTERPRISES LIMITED
517569.NS,KEI Industries Ltd.
518011.NS,Keerthi Industries Ltd
518053.NS,Sri Chakra Cement Limited
518075.NS,Suraj Products Ltd.
518091.NS,Anjani Portland Cement Ltd.
519003.NS,Modi Naturals Limited
519014.NS,Prashant India Ltd
519031.NS,Shah Foods Ltd
519064.NS,Khandelwal Extraction Ltd.
519091.NS,Tasty Bite Eatables Ltd.
519097.NS,Ritesh International Ltd
519105.NS,AVT Natural Products Ltd.
519126.NS,Hindustan Foods Ltd.
519136.NS,Nahar Industrial Enterprises Ltd
519152.NS,Vadilal Enterprises Ltd.
519156.NS,Vadilal Industries Ltd.
519174.NS,Ashiana Agro Industries Ltd
519183.NS,ADF Foods Limited.
519191.NS,Retro Green Revolution Limited
519214.NS,Williamson Financial Services ltd.
519216.NS,Ajanta Soya Limited
519224.NS,William Magor & Company Limited
519230.NS,KISAAN PARIVAR INDUSTRIES LIMITED
519234.NS,Superior Industrial Enterprises Limited
519238.NS,Saptarishi Agro Industries Ltd
519242.NS,Sarda Proteins Ltd
519260.NS,SANWARIA CONSUMER LIMITED
519262.NS,Prima Agro Ltd.
519279.NS,Madhur Industries Limited
519285.NS,Tarai Foods Ltd.
519287.NS,Modern Dairies Ltd.
519295.NS,Bambino Agro Industries Ltd
519299.NS,Prime Industries Ltd.
519307.NS,Vikas WSP Ltd.
519331.NS,VSF Projects Limited
519353.NS,Bansisons Tea Industries Ltd.
519359.NS,Poona Dal And Oil Industries Ltd.
519367.NS,Transglobe Foods Ltd.
519383.NS,Anik Industries Limited
519397.NS,Sharat Industries Ltd.
519413.NS,DATIWARE MARITIME INFRA LIMITED
519415.NS,KMG Milk Food Limited
519421.NS,KSE Ltd.
519439.NS,Pioneer Agro Extracts ltd.
519455.NS,Narbada Gems and Jewellery Limited
519457.NS,Virat Crane Industries Ltd
519463.NS,IB Infotech Enterprises Ltd
519471.NS,Ambar Protein Industries Limited
519475.NS,Chordia Food Products Ltd
519477.NS,CIAN Agro Industries & Infrastructure Limited
519479.NS,Omega Ag-Seeds (Punjab) ltd.
519483.NS,Tai Industries Ltd.
519494.NS,N.K.Industries Ltd.
519500.NS,BKV Industries Ltd.
519506.NS,NCC Bluewater Products Ltd.
519528.NS,Norben Tea & Exports Ltd
519532.NS,Asian Tea & Exports Ltd.
519552.NS,Heritage Foods Limited
519566.NS,Simran Farms Ltd.
519574.NS,Hindustan Agrigenetics Ltd.
519600.NS,CCL Products (India) Ltd.
519602.NS,Kellton Tech Solutions Ltd.
